44
3c186            1.063   2.38528e-06  0.8  1.2  0.0268683798268717  0.174875663939652   1303.49284083533  0.160210532129549   -0.844465419546802  1674.41558223772  0.0123923141557251
3c295            0.4605  2.38528e-06  0.8  1.2  0.0682567186333849  0.186102042114875   2014.68024868968  0.146119314178857   -0.918972527693077  1203.58616179233  0.00607569266276364
a1835            0.2523  2.38528e-06  0.8  1.2  0.166498574295776   0.0437337485877904  7046.70102283143  0.0296947486699882  -0.792340989293388  811.963375368929  0.0047917879469168
a2029            0.0779  2.38528e-06  0.8  1.2  0.870815844444878   0.026292194162405   15318.0495415322  0.0209026361313836  -0.933061605515744  304.007076737322  0.00399836103059941
a2204            0.1524  2.38528e-06  0.8  1.2  0.352100173963034   0.0590881513213742  10672.4698784823  0.0479915310830779  -0.916816064914719  546.426415347464  0.00430837846660043
a3444            0.2533  2.38528e-06  0.8  1.2  0.180140767073689   0.085537914163221   4373.35156336543  0.0655118992322839  -0.718691894694103  814.323685269654  0.00479703817766936
a478             0.0882  2.38528e-06  0.8  1.2  0.638596615014324   0.0778649133883471  14131.5970145749  0.0582584815777871  -0.927863529834945  340.116045076469  0.00403876888972671
cl1415+3612      1.028   2.38528e-06  0.8  1.2  0.02348277344479    0.172043193039605   1322.66085812657  0.135100779798542   -0.934716505509549  1662.42118325731  0.0119024322261326
i09104           0.4418  2.38528e-06  0.8  1.2  0.0683249020508931  0.139917020507977   2743.37318130859  0.117401993160101   -0.920729411523518  1175.50979339952  0.00594399375022265
macs0011.7-1523  0.378   2.38528e-06  0.8  1.2  0.103927142638528   0.152612186099376   3236.73005226833  0.0997157115786637  -0.780192201632397  1070.18882479206  0.00551965360007564
macs0150.3-1005  0.3634  2.38528e-06  0.8  1.2  0.12852920674102    0.134786034707951   1658.495555561    0.110633993016295   -0.720262405962678  1043.85648645023  0.00542789193570081
macs0159.8-0849  0.404   2.38528e-06  0.8  1.2  0.0873378116746873  0.138180125368827   5041.75502169967  0.0947633517945025  -0.568178026050993  1114.96763482694  0.00568794723821964
macs0242.5-2132  0.314   2.38528e-06  0.8  1.2  0.125853886706397   0.220040798354818   3509.13385164539  0.18310230817277    -0.823925760326734  947.968372685806  0.00513170243052005
macs0429.6-0253  0.399   2.38528e-06  0.8  1.2  0.0752121925225258  0.219906603997999   3327.4958487242   0.188893436858051   -0.885588902457437  1106.56191306681  0.00565509853276068
macs0947.2+7623  0.345   2.38528e-06  0.8  1.2  0.0925413555953061  0.0952267276660697  5029.96446203367  0.0834982531258933  -0.925917205660652  1009.39512342367  0.00531500352196785
macs1115.8+0129  0.3551  2.38528e-06  0.8  1.2  0.130001772604304   0.0917822829979628  3763.53471128381  0.0717116441274274  -0.775430910501635  1028.48722162597  0.00537657163082024
macs1359.1-1929  0.447   2.38528e-06  0.8  1.2  0.0605482251627456  0.197296431231045   2150.92936598155  0.160785688784251   -0.873859039123154  1183.4375838476   0.00598027975274867
macs1423.8+2404  0.539   2.38528e-06  0.8  1.2  0.0704320579481133  0.0877167178884     2479.26203273895  0.0729924102199771  -0.870356702568734  1309.16286557553  0.00666650010619511
macs1427.2+4407  0.487   2.38528e-06  0.8  1.2  0.0910535309596743  0.136028802810232   2216.00835454439  0.126475927279856   -0.722036329897696  1241.37208210357  0.00626828370137106
macs1427.6-2521  0.318   2.38528e-06  0.8  1.2  0.119751126230347   0.174075091176512   2161.05821886206  0.126418549331589   -0.831423044640287  956.139321169842  0.00515486550654977
macs1532.8+3021  0.363   2.38528e-06  0.8  1.2  0.0917715391163776  0.0628707925881545  3973.98628602132  0.0619736045939504  -0.961588803797991  1043.11862758251  0.00542538762655197
macs1621.3+3810  0.461   2.38528e-06  0.8  1.2  0.0768089268353997  0.124993503272184   2624.4810364648   0.0826634612032476  -0.75844403610631   1204.31982828012  0.00607926349293861
macs1720.2+3536  0.391   2.38528e-06  0.8  1.2  0.100271124426214   0.120932560617241   3235.74636614899  0.109155675598585   -0.691053401496182  1092.90733163402  0.00560300065937488
macs1931.8-2634  0.352   2.38528e-06  0.8  1.2  0.110421020175454   0.0720540432862672  3861.48732069201  0.0522417861791222  -0.861805102475387  1022.67658304266  0.00535759465271219
macs2046.0-3430  0.423   2.38528e-06  0.8  1.2  0.105413104690537   0.167622806041724   1704.18638517581  0.115852704729986   -0.882338420560565  1146.04993962973  0.00581494756597042
macs2229.7-2755  0.324   2.38528e-06  0.8  1.2  0.134065221675786   0.145357635383428   2341.90755030219  0.100730180699985   -0.854292034228193  968.259491548162  0.00518989697293028
ms2137.3-2353    0.313   2.38528e-06  0.8  1.2  0.134447418761558   0.0776251585601194  2534.27014041627  0.0598105537390977  -0.873917540800812  945.909914140059  0.00512590901449364
perseus          0.0179  2.38528e-06  0.8  1.2  7.24179228680187    0.0308435122208764  40641.9977881108  0.015134            -0.2390306          75.0088039978535  0.00377789617823617
pks0745          0.1028  2.38528e-06  0.8  1.2  0.580234094347075   0.0324895551728249  13454.4485793476  0.0284539376400117  -0.947774730994186  389.811678293534  0.00409738733997598
rcs1447+0828     0.376   2.38528e-06  0.8  1.2  0.101920226819845   0.0616405931563135  4281.97675390543  0.069190647946642   -0.948064765328874  1066.63368661122  0.00550696894114931
rxj0439.0+0520   0.208   2.38528e-06  0.8  1.2  0.190886160684422   0.146005914565849   3232.14452940251  0.0979895098761894  -0.869194079397683  701.737322243091  0.00456751658610646
rxj1347.5-1145   0.451   2.38528e-06  0.8  1.2  0.0721304378783939  0.068261254041647   10528.4000196774  0.0617491841756989  -0.933747059396268  1189.47461094714  0.00600836783855353
rxj1459.4-1811   0.2357  2.38528e-06  0.8  1.2  0.211834655435961   0.0913095567373201  4053.82625183587  0.083278485262095   -0.359157635182027  771.968070834451  0.00470584212438519
rxj1504.1-0248   0.2153  2.38528e-06  0.8  1.2  0.210824490940183   0.0381449996323729  7824.06034216479  0.0324955849058409  -0.92656621029431   720.68268714784   0.00460335829857319
rxj1524.2-3154   0.1028  2.38528e-06  0.8  1.2  0.540327578893801   0.070579802925751   5182.30415384617  0.052260531539517   -0.860716913600388  389.811678293534  0.00409738733997598
rxj2129.6+0005   0.235   2.38528e-06  0.8  1.2  0.217089300389232   0.12094237506891    4231.6039425597   0.0684246412917212  -0.595090675674283  770.249195063053  0.00470227438239855
spt0000-5748     0.702   2.38528e-06  0.8  1.2  0.0392674430728559  0.11953560297317    1591.30731943592  0.112208223937327   -0.928669479880183  1475.62550308559  0.00809961829267394
spt0615-5746     0.972   2.38528e-06  0.8  1.2  0.0331647780102758  0.0631825110389511  3283.31377175029  0.077090205431816   -0.865145256606435  1640.54953716126  0.011153059997309
spt2043-5035     0.723   2.38528e-06  0.8  1.2  0.0409070355212861  0.0730312826432073  1680.70344714827  0.083111553063098   -0.958433963710693  1492.78072176013  0.00830565528365734
spt2215-3537     1.16    2.38528e-06  0.8  1.2  0.0360882464951954  0.140961228668809   1615.67878127733  0.144791509614473   -0.922634740674611  1701.68701368393  0.0138392888107086
spt2331-5051     0.576   2.38528e-06  0.8  1.2  0.0574864489043156  0.0493405641918149  1754.74781760378  0.0803007092091785  -0.919285238812826  1352.68396163134  0.00696678557855023
spt2344-4242     0.596   2.38528e-06  0.8  1.2  0.0559813496178207  0.0365995154856561  5059.16352728402  0.0537233547328841  -0.90247104327967   1374.70234102495  0.00713506048284999
z2089            0.2347  2.38528e-06  0.8  1.2  0.16245774444785    0.099274778419095   2444.96660658319  0.0731044132902081  -0.911983890746852  769.511336195331  0.00470075127665686
z2701            0.214   2.38528e-06  0.8  1.2  0.178497218462506   0.0502794457213127  3002.21677392978  0.0411602112561133  -0.865564397056963  717.332975583579  0.00459694595258906
